,Country,City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
275,de,betzdorf,50.783333,7.883333,48.469999999999956,76,90,3.6
276,gb,rochester,51.383333,0.516667,50.03599999999997,87,75,5.7
277,ph,basiad,14.156173999999998,122.33748700000001,78.87559999999996,97,80,4.6
278,kn,basseterre,17.3,-62.716666700000005,80.834,74,20,4.1
279,ro,poeni,44.4,25.333333,41.26999999999996,65,0,0.5
280,br,macapa,0.033333,-51.05,84.46999999999997,79,75,4.1
281,hn,lejamani,14.366666699999998,-87.7,82.66999999999996,37,40,5.1
282,cv,ponta do sol,17.2,-25.1,68.79560000000001,100,20,7.35
283,us,coolidge,32.9777778,-111.51694440000001,86.61199999999997,5,1,6.7
284,id,ngawen,-7.834722,110.685556,69.65059999999995,100,12,0.95
285,us,rio grande,18.382222199999998,-65.8316667,80.86999999999996,69,75,7.2
286,us,reidsville,36.3547222,-79.6647222,72.15800000000002,46,90,2.6
287,ph,buenavista,10.1776,123.6013,79.06999999999996,83,40,1.5
288,hu,tapioszentmarton,47.3399,19.746478,43.12400000000001,75,0,3.6
289,us,old bridge,40.4147222,-74.36583329999999,41.75600000000003,60,40,2.6
290,us,north saint paul,45.0125,-92.9916667,30.46999999999996,80,90,3.6
291,it,volpago del montello,45.783333,12.116667,46.561999999999955,81,40,2.1
292,us,levittown,40.155,-74.8291667,42.475999999999985,82,75,4.1
293,ru,untsukul,42.711488,46.786628,27.84560000000001,73,0,0.8
294,tr,kumluca,36.370278000000006,30.286944000000002,34.95559999999999,82,0,0.7
295,rs,arandelovac,44.306944,20.56,45.806000000000026,75,0,1.0
296,ph,angad,17.5849,120.6257,71.86999999999996,88,20,2.1
297,mx,san agustin,20.533333,-103.466667,86.26999999999995,13,20,3.6
298,us,commerce city,39.8083333,-104.93333329999999,71.86999999999996,10,1,13.4
299,mx,antunez,19.016667,-102.2,77.26999999999995,41,40,5.1
300,us,suwanee,34.0513889,-84.0713889,80.47400000000002,21,1,3.6
301,in,chinchani,19.866667,72.7,77.66060000000004,100,0,2.0
302,it,santa maria di sala,45.506944,12.029722,53.24000000000002,81,40,2.1
303,al,bilisht,40.6275,20.99,36.26060000000003,100,0,1.55
304,gb,thornaby,54.533333,-1.3,41.26999999999996,93,75,2.1
305,ph,gamut,9.004444,126.169722,72.80059999999995,100,80,1.25
306,gt,pueblo nuevo vinas,14.225832999999998,-90.47416700000001,84.72200000000004,47,75,6.2
307,ru,naziya,59.8,31.383333,35.86999999999996,93,90,4.0
308,de,goppingen,48.7,9.666667,51.116000000000014,74,0,2.6
309,gb,bishop auckland,54.65,-1.666667,40.44199999999999,100,75,4.6
310,ca,essex,42.166667,-82.81666700000001,39.938000000000045,43,1,2.6
311,ph,malaya,14.3971,121.3385,79.06999999999996,83,40,0.5
312,gr,lepenou,38.7,21.283333300000002,52.934,93,20,1.05
313,mx,jacala,21.016667,-99.18333299999999,87.24560000000002,32,0,0.95
314,zw,harare,-17.8177778,31.044722200000002,62.86999999999996,93,0,0.5
315,cn,guangyuan,32.442015000000005,105.82299599999999,50.66060000000003,86,0,0.85
316,rs,majdanpek,44.424444,21.935833,37.880599999999994,79,0,0.85
317,in,muktsar,30.483333000000002,74.516667,72.53059999999999,75,80,4.3
318,ro,poienesti,46.616667,27.533333000000002,43.93399999999999,70,20,1.5
319,us,cortland,42.601111100000004,-76.1808333,43.64600000000005,36,20,3.1
320,no,eidfjord,60.466667,7.0833330000000005,-4.374400000000001,59,0,0.85
321,de,thale,51.75,11.05,41.840599999999974,82,64,2.3
322,fr,tarare,45.897614000000004,4.432722,55.219999999999956,30,0,8.7
323,lu,gilsdorf,49.866944399999994,6.1825,48.938000000000045,66,75,3.1
324,pl,ozorkow,51.962778,19.295112,34.06999999999996,80,0,1.0
325,ru,oktyabrskiy,59.443512,48.905124,35.00059999999995,90,68,5.15
326,ru,yantarnyy,54.871023,19.940157,32.26999999999996,95,0,4.0
327,it,agrigento,37.316666999999995,13.566667,49.355599999999995,97,0,2.45
328,ro,ciuruleasa,46.25,23.033333,37.07060000000001,89,20,0.95
329,no,otta,61.766667000000005,9.533333,3.7706000000000124,65,0,0.9
330,co,cota,4.809384,-74.098001,57.469999999999956,93,75,2.1
331,ir,tonekabon,36.816259,50.873763000000004,53.07799999999996,87,75,0.45
332,fr,cluses,46.064816,6.588355,52.66400000000003,57,0,4.1
333,ru,stalskoye,43.187036,46.971334999999996,44.86999999999996,93,90,5.0
334,pl,elblag,54.1522,19.408841,32.26999999999996,90,0,2.1
335,pt,ponte,41.470566,-8.329895,57.469999999999956,87,75,5.7
336,gn,forecariah,9.4305556,-13.0880556,80.86999999999996,74,0,2.1
337,us,cypress gardens,27.993611100000003,-81.69027779999999,82.21999999999997,69,90,2.6
338,us,hawthorne,40.9491667,-74.1541667,41.39600000000005,60,40,0.95
339,ph,tiwi,10.929722,122.734167,71.63059999999999,94,20,1.6
340,ph,malainen luma,14.270303,120.788398,79.06999999999996,83,40,0.5
341,ca,cannington,44.35,-79.033333,43.088000000000044,32,75,6.2
342,ua,kivsharivka,49.621247,37.70357,35.360600000000034,93,92,4.35
343,pk,vihari,30.033333000000002,72.35,72.44059999999998,77,44,4.65
344,ro,valeni,44.233333,24.783333,42.47060000000001,57,0,2.9
345,in,khirkiya,22.166667,76.85,79.46060000000003,28,64,1.6
346,hu,kunhegyes,47.366667,20.633333,44.86999999999996,65,0,3.1
347,gh,ejura,7.383333299999999,-1.3666667,79.46060000000003,79,44,2.15
348,ke,wote,-1.7833332999999998,37.6333333,64.25059999999996,100,92,1.7
349,in,udpura,24.716667,75.966667,70.01060000000004,38,0,1.75
350,gr,terpsithea,39.6166667,22.3666667,48.469999999999956,76,20,2.6
351,ru,filimonovo,56.201111,95.461111,19.47559999999995,85,44,3.65
352,mu,plaine magnien,-20.4286111,57.653055599999995,80.86999999999996,83,75,1.0
353,ru,uchkent,43.114272,47.082547,44.86999999999996,93,90,5.0
354,in,saraikela,22.716667,85.95,62.40559999999999,87,0,1.2
355,ro,rosiile,44.866667,23.933332999999998,41.26999999999996,65,0,2.1
356,ro,vladimirescu,46.15,21.4,39.36199999999995,80,0,4.1
357,us,sulphur springs,33.1383333,-95.6008333,67.28000000000004,77,40,1.85
358,cn,dunhua,43.3725,128.2425,34.91060000000003,65,92,3.65
359,my,kudat,6.8837,116.8477,71.86999999999996,100,75,0.5
360,gr,anoixis,38.1333333,23.85,48.48800000000004,75,20,1.5
361,ru,totma,59.973749,42.764865,36.755599999999994,92,92,9.5
362,hn,el porvenir,15.833333300000001,-87.9333333,85.56799999999998,62,20,8.2
363,gr,moskhokhorion,38.8333333,22.45,48.469999999999956,76,20,2.6
364,ph,burgos,13.9193,121.8122,77.7056,100,80,3.5
365,jp,utashinai,43.516667,142.05,39.72559999999995,93,68,4.8
366,us,valdosta,30.8325,-83.27861109999999,80.86999999999996,34,1,2.6
367,mx,seybaplaya,19.65,-90.666667,95.26999999999995,30,40,5.1
368,no,storsteinnes,69.233333,19.233333,14.756000000000029,73,0,0.5
369,in,raichur,16.2,77.366667,78.15559999999999,69,0,4.25
370,ru,revda,56.800968000000005,59.930278,10.669999999999959,92,0,1.0
371,ng,ijero,7.8139,5.0742,72.62060000000002,93,44,3.15
372,ke,sirisia,0.1166667,34.0,66.14059999999998,100,80,2.8
373,tr,mersin,36.732778,34.644166999999996,59.26999999999996,82,40,1.0
374,co,pupiales,0.87136,-77.64026899999999,61.98800000000004,67,40,2.1
375,at,wiener neustadt,47.8,16.25,48.811999999999955,65,0,4.1
376,ru,dobrun,53.18512,34.246245,32.93059999999999,94,76,4.4
377,ru,kudinovo,54.81763,36.637729,33.87559999999995,97,92,4.8
378,ru,dolgoye,52.057778000000006,37.533333,33.87559999999995,95,88,2.85
379,de,dossenheim,49.450278000000004,8.674722000000001,52.25,61,0,1.5
380,br,tambau,-21.7,-47.266667,77.26999999999995,69,20,1.5
381,ph,batal,16.6945,121.5928,70.0556,99,80,1.35
382,ru,balakovo,51.9284,47.9172,34.190599999999975,89,8,6.1
383,pe,pucara,-7.517222200000001,-77.84527779999999,51.24560000000001,94,92,1.1
384,hn,subirana,15.2,-87.45,85.58599999999997,62,20,8.2
385,ru,frolishchi,56.421772,42.651872999999995,35.855599999999995,92,92,7.6
386,ru,kharovsk,59.964247,40.19121,37.47559999999995,97,92,10.3
387,ru,bogandinskiy,56.893749,65.893777,21.469999999999956,79,0,5.0
388,by,pastavy,55.1163889,26.833888899999998,34.59560000000001,86,76,9.7
389,es,el ejido,36.773804,-2.8165560000000003,57.469999999999956,93,0,3.1
390,pl,gdynia,54.5,18.55,32.26999999999996,100,0,2.1
391,us,sioux city,42.5,-96.4,36.30199999999998,64,90,6.7
392,ir,borazjan,29.2666,51.2159,71.86999999999996,56,0,2.1
393,bg,zemen,42.478888899999994,22.7491667,41.26999999999996,75,0,1.5
394,ph,malabag,14.139381,120.967509,79.06999999999996,83,40,0.5
395,ph,victoria,14.2277,121.3292,79.06999999999996,83,40,0.5
396,ru,semkhoz,56.283333,38.066666999999995,35.86999999999996,93,90,5.0
397,ru,marfino,55.702674,37.383217,34.66400000000003,96,90,5.0
398,mx,nazareno etla,17.171667000000003,-96.800556,86.26999999999995,13,40,3.6
399,af,baraki barak,33.9675,68.948611,57.469999999999956,67,20,3.6
400,ru,khomutovo,52.465832999999996,104.4025,7.069999999999958,84,0,2.0
401,de,neunkirchen,49.35,7.183333,51.98000000000005,50,88,4.6
402,ro,bunesti,46.1,25.05,32.26999999999996,86,0,1.5
403,ec,portoviejo,-1.05,-80.45,80.86999999999996,78,75,3.1
404,ph,paitan,15.833332999999998,120.733333,70.77559999999995,99,48,1.35
405,id,bireun,5.202999999999999,96.7009,80.22559999999996,100,56,1.85
406,ru,yugo-kamskiy,57.703977,55.594265,30.46999999999996,80,0,4.0
407,sv,ozatlan,13.383333300000002,-88.5,91.74199999999999,58,40,4.6
408,ph,domanpot,16.0,120.65,68.97559999999996,98,92,1.15
409,am,tsaghkahovit,40.6361111,44.2230556,45.98599999999997,60,20,1.95
410,us,cedar falls,42.5277778,-92.4452778,39.2,44,90,6.2
411,ca,yellowknife,62.45,-114.35,5.269999999999957,50,20,4.6
412,ph,caticugan,9.1,123.0,75.46999999999997,94,20,2.1
413,us,egypt lake-leto,28.016666700000002,-82.4955556,79.60999999999999,57,40,4.6
414,us,kingsville,27.515555600000003,-97.8558333,85.73000000000005,65,40,12.9
415,no,oslo,59.916667000000004,10.75,28.66999999999996,79,0,1.5
416,us,brenham,30.1666667,-96.3975,83.26400000000004,51,40,7.2
417,in,pathri,19.25,76.45,69.65059999999995,56,0,0.5
418,us,tucumcari,35.1716667,-103.7244444,82.66999999999996,5,1,14.9
419,gr,petrokhorion,41.1166667,24.8333333,52.069999999999965,66,0,2.6
420,ro,santamaria orlea,45.583333,22.966667,34.37060000000001,91,0,1.05
421,de,marienberg,50.65,13.166667000000002,42.008,56,0,4.6
422,at,sankt jakob,46.547778,14.057222,50.26999999999996,53,75,1.0
423,ci,abengourou,6.729722,-3.4963889999999997,82.61060000000003,70,8,2.5
424,tj,buston,40.521666700000004,69.3308333,53.86999999999996,81,90,4.0
425,fi,ilmajoki,62.733332999999995,22.566667000000002,26.05999999999998,79,0,4.6
426,hn,corocito,15.75,-85.7833333,85.17559999999995,42,0,1.2
427,ga,fougamou,-1.2166667,10.6,73.25059999999996,100,92,1.3
428,us,montclair,34.0775,-117.6888889,65.96600000000001,48,75,4.6
429,de,sassenberg,52.0,8.05,51.51199999999996,71,75,4.1
430,in,patuli,23.55,88.25,65.42060000000001,81,0,1.2
431,cn,fuyu,47.641389000000004,124.67944399999999,26.945600000000013,33,0,5.05
432,us,santee,32.838333299999995,-116.97305559999998,63.193999999999974,63,90,4.1
433,de,weinheim,49.548333,8.666111,52.26799999999999,61,0,1.5
434,sv,san agustin,13.433333300000001,-88.6,88.05199999999998,58,40,4.6
435,br,cruzeiro do sul,-7.633333,-72.6,82.16060000000004,79,20,0.55
436,no,hemnes,59.716667,11.466667,28.66999999999996,79,0,1.5
437,ug,kilembe,0.2,30.0,66.32060000000001,100,80,1.2
438,ph,mozzozzin,17.45,121.75,69.69560000000001,99,88,1.2
439,sd,umm jarr,13.816666699999999,32.4,74.24059999999997,27,0,4.2
440,pt,montijo,38.706747,-8.973885000000001,58.45999999999998,87,75,5.7
441,us,ardmore,40.006666700000004,-75.2858333,42.16999999999996,82,75,2.1
442,ph,diadi,16.662,121.3658,66.00559999999999,96,92,0.65
443,gb,witney,51.783333,-1.483333,50.26999999999996,87,75,3.1
444,pk,khanpur,28.645338,70.656702,78.38059999999999,51,56,3.75
445,br,mascote,-15.55,-39.283333,80.63059999999999,73,0,2.45
446,br,rio grande,-32.033333,-52.083333,75.46999999999997,78,20,3.1
447,ru,dorokhovo,55.55055600000001,36.374444,34.06999999999996,97,90,5.0
448,ru,staraya poltavka,50.477148,46.481443,37.79059999999997,80,24,7.7
449,ph,yuni,13.4124,122.4846,76.17559999999995,100,76,2.65
450,us,brockton,42.0833333,-71.01888890000001,38.785999999999966,64,90,2.6
451,ph,lumbayao,8.016667,125.16666699999999,65.69059999999998,95,8,1.05
452,ml,goundam,16.4166667,-3.6666667,81.53059999999999,35,24,1.9
453,dk,holstebro,56.359471,8.620799,39.469999999999956,51,92,1.0
454,in,jalali,27.866667,78.266667,76.44560000000001,54,0,3.05
455,ru,druzhnaya gorka,59.276111,30.1425,35.86999999999996,93,90,4.0
456,lt,raseiniai,55.373611100000005,23.1216667,32.26999999999996,88,0,5.7
457,ao,lobito,-12.319722,13.599722,69.29059999999998,95,20,1.1
458,mg,sakaraha,-22.9,44.533333299999995,67.3556,89,64,1.2
459,ro,satchinez,45.9375,21.040556,39.48800000000004,86,0,3.1
460,ua,poroshkovo,48.668316,22.753276,34.190599999999975,97,68,1.2
461,mx,tlaixpan,18.9,-97.733333,77.9306,22,48,0.45
462,ve,ciudad guayana,8.3533333,-62.652777799999996,91.97060000000002,47,8,3.95
463,cr,san josecito,10.016667,-84.1,82.68800000000005,39,20,7.7
464,ru,ateptsevo,55.323643000000004,36.750015999999995,34.06999999999996,96,90,5.0
465,ro,beltiug,47.55,22.85,37.66999999999996,86,0,3.6
466,bg,petric,41.4,23.216666699999998,36.89059999999997,87,0,1.5
467,ph,cabanbanan,10.0852,122.9579,69.6056,95,48,1.15
468,gt,teculutan,14.983332999999998,-89.716667,85.04059999999998,30,8,0.85
469,mx,contla,19.197222,-98.2,77.26999999999995,25,20,6.2
470,ee,voka,59.39972220000001,27.581666700000003,32.255599999999994,97,92,7.45
471,ca,magrath,49.416667,-112.88333300000001,17.86999999999996,72,75,3.1
472,in,neyveli,11.533333,79.483333,74.42060000000001,94,0,1.15
473,ie,ballinrobe,53.6333333,-9.233333300000002,46.07060000000001,98,92,1.1
474,ru,starodub,52.584444,32.763333,32.07559999999995,92,20,5.1
475,ro,gogosari,43.866667,25.7,45.53059999999999,64,0,4.1
476,ro,dorolt,47.85,22.816667000000002,37.66999999999996,86,0,3.6
477,lv,aluksne,57.4166667,27.05,30.95059999999995,93,92,8.85
478,sv,santiago de maria,13.483333300000002,-88.4666667,91.66999999999996,58,40,4.6
479,ph,sabang,14.0614,120.708,79.06999999999996,83,40,0.5
480,ru,imeni morozova,59.975722999999995,31.037622999999996,35.86999999999996,93,90,4.0
481,pf,paopao,-17.5,-149.81666669999998,88.06999999999996,62,75,2.6
482,bw,nokaneng,-19.6666667,22.2666667,74.24059999999997,43,8,6.6
483,ru,drovyanaya,51.554928000000004,113.03756399999999,14.269999999999957,61,0,1.0
484,mx,domingo arenas,19.15,-98.43333299999999,77.26999999999995,25,20,6.2
485,tz,maswa,-2.6833332999999997,33.9833333,60.560600000000036,92,20,1.3
486,ch,hunenberg,47.178931,8.423515,48.109999999999985,75,75,2.6
487,ru,zavyalovo,56.791957999999994,53.376118000000005,29.69059999999997,98,44,3.35
488,ru,zaymishche,52.7264,32.2334,33.74059999999997,96,92,5.65
489,ng,ilorin,8.5,4.55,77.25559999999999,76,32,6.0
490,ph,malocloc,11.497,122.696,71.00059999999996,98,56,0.6
491,mt,isla,35.8875,14.516944,53.86999999999996,76,0,2.1
492,it,pozzuoli,40.816666999999995,14.116667000000001,53.25800000000001,71,40,1.0
493,ph,buan,5.1608,120.0426,82.61060000000003,99,0,3.2
494,ru,yelan-koleno,51.1523,41.2306,36.80059999999995,87,64,6.0
495,us,union city,37.595833299999995,-122.01805559999998,68.09000000000003,52,20,5.7
496,ci,agnibilekrou,7.131132000000001,-3.2041470000000003,80.8556,69,20,2.15
497,lv,staicele,57.836388899999996,24.75,32.34560000000001,95,88,9.75
498,fr,beaucaire,43.808365,4.63946,54.661999999999956,71,0,4.6
499,gr,erithrai,38.216666700000005,23.3166667,48.29000000000002,81,20,2.1
500,ru,tsentralnyy,55.2075,87.64694399999999,21.72559999999995,87,80,3.25
501,ru,krasnyy yar,50.696524,44.727920000000005,35.45059999999995,88,48,6.65
502,jp,ayase,35.386462,139.417373,57.41600000000001,82,90,2.6
503,sl,lunsar,8.683333300000001,-12.5333333,84.90559999999999,61,0,3.3
504,ru,belogorsk,55.017778,88.489722,20.060600000000033,83,80,2.95
505,jp,minokamo,35.430328,137.00009,57.469999999999956,93,0,1.5
506,ro,izvoarele,43.816666999999995,25.383333,46.025599999999955,70,0,3.95
507,tn,manubah,36.808029,10.097205,58.83800000000005,72,20,5.7
508,ca,glencoe,42.75,-81.7,39.469999999999956,35,1,4.1
509,ca,penticton,49.5,-119.58333300000001,41.648000000000025,30,75,3.1
510,pt,avanca,40.807707,-8.5722,57.469999999999956,87,75,5.7
511,nl,hellevoetsluis,51.827088,4.130596,49.55,87,90,4.1
512,jp,kakuda,37.966667,140.783333,46.66999999999996,100,75,0.5
513,cz,tisnov,49.347502,16.425956,42.061999999999955,70,0,1.5
514,ph,new bohol,7.5233,125.8363,75.46999999999997,94,20,1.0
515,hn,azacualpa,14.7166667,-88.1,83.87060000000002,48,0,1.2
516,hn,laguna verde,15.2,-88.16666670000001,84.46999999999997,62,20,8.2
517,in,majholi,23.5,79.916667,71.86999999999996,53,0,2.2
518,in,jewar,28.133333,77.55,79.06999999999996,47,8,2.1
519,us,north smithfield,41.966666700000005,-71.55,38.983999999999995,64,90,2.6
520,it,arcola,44.116667,9.9,48.469999999999956,93,0,2.6
521,in,sirohi,24.883333,72.866667,65.69059999999998,47,20,1.4
522,co,jurado,7.105339999999999,-77.76413000000001,81.12559999999996,93,36,4.3
523,th,damnoen saduak,13.518245,99.95468699999999,73.29560000000001,97,48,1.2
524,jp,shimada,34.816666999999995,138.183333,48.545600000000015,85,0,1.6
525,ph,bonga,13.216667000000001,123.55,73.74560000000002,99,68,1.25
526,mx,mazatlan,23.216667,-106.41666699999999,84.46999999999997,25,5,4.6
527,de,hersbruck,49.5125,11.433889,47.55199999999998,50,75,5.1
528,hn,san francisco,13.180833300000002,-87.0983333,97.06999999999996,34,40,2.1
529,cn,kaili,26.5,107.58333300000001,56.060600000000036,99,48,1.0
530,fr,maurepas,48.764859,1.92923,52.969999999999956,81,0,2.1
531,ly,masallatah,32.6166667,14.0,58.355599999999995,42,0,4.1
532,ph,panabuan,5.9616,120.9627,79.37060000000002,100,0,3.6
533,az,lerik,38.772633,48.412788,44.167999999999985,87,40,3.1
534,ro,munteni,45.933333000000005,27.433333,41.210600000000035,69,32,1.9
535,ua,shevchenkove,49.695853,37.173484,37.66999999999996,93,90,3.0
536,ba,puracic,44.546944399999994,18.4766667,43.06999999999996,87,0,1.0
537,li,gamprin,47.216666700000005,9.5,53.366000000000014,31,0,10.8
538,ph,taft,11.901111,125.418889,77.52559999999995,100,80,3.6
539,co,rio viejo,8.587399000000001,-73.839013,81.53059999999999,88,32,1.65
540,az,corat,40.5725,49.706389,48.469999999999956,93,0,6.2
541,us,palos hills,41.6966667,-87.8169444,43.88000000000004,45,90,7.2
542,us,greeneville,36.16305560000001,-82.83111109999999,62.27599999999999,67,90,1.5
543,br,camapua,-19.5,-54.083332999999996,73.29560000000001,97,80,1.85
544,cn,huinan,42.6225,126.261389,38.24059999999997,96,92,2.9
545,in,dera baba nanak,32.033333,75.016667,71.86999999999996,94,40,3.45
546,is,skagastrond,65.833333,-20.316667000000002,29.105599999999992,100,12,9.25
547,ru,sosnogorsk,63.602288,53.881751,25.370600000000014,75,64,3.45
548,ph,san isidro,12.974167,123.857222,73.74560000000002,99,68,1.25
549,ca,albanel,48.866667,-72.416667,32.26999999999996,46,75,6.2
